message,severity,attributes,tags,timestamp
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:30.927367408Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.380769736Z
"  File ""/app/scripts/run_migrations.py"", line 43, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.380772832Z
"    ""014_competitor_system.sql"",  -- V4选题推荐系统 - 竞品爆款数据源",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.380776010Z
                                     ^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.380778776Z
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.380783288Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.726414364Z
"  File ""/app/scripts/run_migrations.py"", line 43, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.726417928Z
"    ""014_competitor_system.sql"",  -- V4选题推荐系统 - 竞品爆款数据源",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.726421069Z
                                     ^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.726424314Z
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:31.726427188Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.109900001Z
"  File ""/app/scripts/run_migrations.py"", line 43, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.109905212Z
"    ""014_competitor_system.sql"",  -- V4选题推荐系统 - 竞品爆款数据源",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.109908266Z
                                     ^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.109911177Z
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.109913860Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.580424573Z
"  File ""/app/scripts/run_migrations.py"", line 43, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.580427496Z
"    ""014_competitor_system.sql"",  -- V4选题推荐系统 - 竞品爆款数据源",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.580430983Z
                                     ^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.580434523Z
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:32.580437537Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.075780994Z
"  File ""/app/scripts/run_migrations.py"", line 43, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.075784096Z
"    ""014_competitor_system.sql"",  -- V4选题推荐系统 - 竞品爆款数据源",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.075786964Z
                                     ^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.075789630Z
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.075792367Z
"  File ""/app/scripts/run_migrations.py"", line 43, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.480774000Z
NameError: name 'V4选题推荐系统' is not defined,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""a247e016-3d24-4269-92c6-7dc768d9e196"",""replica"":""8980dfaf-1dbf-4f41-93c1-6d8449dcc8e8""}",2026-03-28T03:54:33.480788591Z
